len;duration;threads
63;202219157;1
63;220333822;1
63;206350667;1
63;208148193;1
63;198427979;1
63;200927897;1
63;200605469;1
63;200185832;1
63;202090698;1
63;201071859;1
128;200513957;1
128;200087525;1
128;202064291;1
128;205924520;1
128;206513672;1
128;206195801;1
128;207007772;1
128;206588175;1
128;205854696;1
128;205915934;1
256;198113119;1
256;201539388;1
256;191165771;1
256;200978882;1
256;201019002;1
256;199851929;1
256;201387329;1
256;200577108;1
256;200920573;1
256;201393718;1
512;196566732;1
512;194779134;1
512;198792440;1
512;201120402;1
512;202251180;1
512;197843710;1
512;201103475;1
512;203698893;1
512;199763061;1
512;199094645;1
1024;200177490;1
1024;193824504;1
1024;206369751;1
1024;205656331;1
1024;206019816;1
1024;206505860;1
1024;207534506;1
1024;206916301;1
1024;199438599;1
1024;203392049;1
2048;195298584;1
2048;195164306;1
2048;208441935;1
2048;198904663;1
2048;194369182;1
2048;199622477;1
2048;199583781;1
2048;200578328;1
2048;199137898;1
2048;198612305;1
2560;194291952;1
2560;194646769;1
2560;199888265;1
2560;205186890;1
2560;190366862;1
2560;196043254;1
2560;195236694;1
2560;200732178;1
2560;201315430;1
2560;203712891;1
3072;194238159;1
3072;199290731;1
3072;190796834;1
3072;191825562;1
3072;199441406;1
3072;199732016;1
3072;199917929;1
3072;198941732;1
3072;199705567;1
3072;199353027;1
4096;197350504;1
4096;202330689;1
4096;201936890;1
4096;202192708;1
4096;202490845;1
4096;202730713;1
4096;190842244;1
4096;205282918;1
4096;201391276;1
4096;202287761;1
6144;295749919;1
6144;304472697;1
6144;307980102;1
6144;307639730;1
6144;300121379;1
6144;309293417;1
6144;298814942;1
6144;300833700;1
6144;296999756;1
6144;306438273;1
8192;340909302;1
8192;341010457;1
8192;339398031;1
8192;345352987;1
8192;346366618;1
8192;349144816;1
8192;341559285;1
8192;341829224;1
8192;341898601;1
8192;346121257;1
10240;372021851;1
10240;369198649;1
10240;373033325;1
10240;368740031;1
10240;370407633;1
10240;369249634;1
10240;375538697;1
10240;367774089;1
10240;367306722;1
10240;373456380;1
12288;379673909;1
12288;445764445;1
12288;392874146;1
12288;388632081;1
12288;446330607;1
12288;386252279;1
12288;382345948;1
12288;392897013;1
12288;471769979;1
12288;417334839;1
16384;621745687;1
16384;588513632;1
16384;576355469;1
16384;581040772;1
16384;574563681;1
16384;652373047;1
16384;552782796;1
16384;523296794;1
16384;587727906;1
16384;565211385;1
24576;862279379;1
24576;832773519;1
24576;844873902;1
24576;807485922;1
24576;820354005;1
24576;824849854;1
24576;809972982;1
24576;809344483;1
24576;822614218;1
24576;801539307;1
32768;1082159709;1
32768;1137846721;1
32768;1136368164;1
32768;1084006999;1
32768;1129066122;1
32768;1141306479;1
32768;1125596843;1
32768;1103081422;1
32768;1124807332;1
32768;1116592814;1
49152;1515346925;1
49152;1515291424;1
49152;1505352825;1
49152;1500661296;1
49152;1478652263;1
49152;1490049846;1
49152;1494652751;1
49152;1525674358;1
49152;1497002564;1
49152;1502453696;1
65536;1704854982;1
65536;1722564494;1
65536;1674112753;1
65536;1723282106;1
65536;1740850261;1
65536;1710460898;1
65536;1698879030;1
65536;1722347494;1
65536;1669860555;1
65536;1714996501;1
98304;1872099813;1
98304;1876637981;1
98304;1857288493;1
98304;1871368979;1
98304;1894036175;1
98304;1886301799;1
98304;1890983155;1
98304;1918652263;1
98304;1902228191;1
98304;1889321006;1
131072;1977957887;1
131072;2024736044;1
131072;2020474285;1
131072;1982380738;1
131072;2008265667;1
131072;2042012330;1
131072;1990265952;1
131072;2012436158;1
131072;1997142050;1
131072;2014670207;1
196608;2199903199;1
196608;2208746339;1
196608;2318566652;1
196608;2200756430;1
196608;2261641196;1
196608;2193856731;1
196608;2227744996;1
196608;2280197308;1
196608;2229447185;1
196608;2236150311;1
262144;3132479860;1
262144;2506778607;1
262144;3039414959;1
262144;2600278403;1
262144;2946054038;1
262144;2519037110;1
262144;3001033448;1
262144;2820250449;1
262144;2670831463;1
262144;2658864096;1
524288;5707435672;1
524288;5153186037;1
524288;5041117515;1
524288;5283699262;1
524288;4668002809;1
524288;4694456545;1
524288;4242351971;1
524288;4615979820;1
524288;4561469485;1
524288;4691193484;1
786432;9402828211;1
786432;9058666508;1
786432;7516387211;1
786432;7152451175;1
786432;7228922082;1
786432;7910322717;1
786432;7303064661;1
786432;6944589237;1
786432;7453246016;1
786432;7387363122;1
1048576;12999402350;1
1048576;11081027838;1
1048576;10191851974;1
1048576;9171158411;1
1048576;9965108566;1
1048576;9693922368;1
1048576;9649645798;1
1048576;9491621912;1
1048576;8885270471;1
1048576;8938976364;1
1572864;18131850555;1
1572864;14859105517;1
1572864;14752266975;1
1572864;15110793994;1
1572864;15234414925;1
1572864;14142288541;1
1572864;14600584114;1
1572864;14441949836;1
1572864;15214170743;1
1572864;19674274139;1
2097152;19538208343;1
2097152;18680811207;1
2097152;20592306488;1
2097152;18652088713;1
2097152;18482521168;1
2097152;18240160735;1
2097152;17492994882;1
2097152;19036699717;1
2097152;18136904753;1
2097152;22775013683;1
4194304;22523598237;1
4194304;22690059826;1
4194304;25601591566;1
4194304;23986891817;1
4194304;25150205579;1
4194304;24326100395;1
4194304;25672976534;1
4194304;25914023328;1
4194304;24953990776;1
4194304;23899813976;1
8388608;24478835583;1
8388608;27260107801;1
8388608;27903067111;1
8388608;27059670667;1
8388608;26603889498;1
8388608;26119214490;1
8388608;27475785740;1
8388608;27610663832;1
8388608;27215534641;1
8388608;26792104546;1
16777216;29334288223;1
16777216;30214149673;1
16777216;29344644586;1
16777216;29472033665;1
16777216;29273410333;1
16777216;28680055923;1
16777216;30189889337;1
16777216;28406736301;1
16777216;28694171482;1
16777216;29043358982;1
33554432;32521566463;1
33554432;32085556900;1
33554432;31597053278;1
33554432;31754115901;1
33554432;30640537572;1
33554432;29878170588;1
33554432;30603519220;1
33554432;30284150364;1
33554432;30815496313;1
33554432;32671375545;1
63;986577678;2
63;959098919;2
63;983940633;2
63;1057775757;2
63;1086894898;2
63;1067666260;2
63;1056803833;2
63;1071206950;2
63;1068934123;2
63;1055571004;2
128;817332235;2
128;775295573;2
128;775072347;2
128;783806844;2
128;815163412;2
128;778544760;2
128;838786256;2
128;841177246;2
128;791646648;2
128;784530355;2
256;851802531;2
256;830910930;2
256;830518107;2
256;855055745;2
256;884305705;2
256;908112264;2
256;829779623;2
256;808542969;2
256;865342978;2
256;851408936;2
512;819732016;2
512;793383830;2
512;847728964;2
512;870890910;2
512;795343832;2
512;836366211;2
512;833956462;2
512;801144654;2
512;794231690;2
512;826884034;2
1024;899161987;2
1024;893003052;2
1024;755849936;2
1024;823799886;2
1024;816203370;2
1024;798129029;2
1024;805241049;2
1024;819882813;2
1024;844414023;2
1024;829856364;2
2048;900367391;2
2048;951769817;2
2048;1000053020;2
2048;993679851;2
2048;989255290;2
2048;938860108;2
2048;925846680;2
2048;995285808;2
2048;981137940;2
2048;890574708;2
2560;939567343;2
2560;921106243;2
2560;930800660;2
2560;981830567;2
2560;913285848;2
2560;892583904;2
2560;900275391;2
2560;924388754;2
2560;966404216;2
2560;935669109;2
3072;891624431;2
3072;857170207;2
3072;930765178;2
3072;906591472;2
3072;944557129;2
3072;900802124;2
3072;934599813;2
3072;940198162;2
3072;921299968;2
3072;889150066;2
4096;921416707;2
4096;839599162;2
4096;929398275;2
4096;847270508;2
4096;901257203;2
4096;896118083;2
4096;868534750;2
4096;886506633;2
4096;913242676;2
4096;937590577;2
6144;863504843;2
6144;869965536;2
6144;823392009;2
6144;845522624;2
6144;882691040;2
6144;825808920;2
6144;872190511;2
6144;862248699;2
6144;863038453;2
6144;857524252;2
8192;836771688;2
8192;851351034;2
8192;861055176;2
8192;841093507;2
8192;828450684;2
8192;849479167;2
8192;837122640;2
8192;843167359;2
8192;828151937;2
8192;855296794;2
10240;861236165;2
10240;858637004;2
10240;860809693;2
10240;827765788;2
10240;846209188;2
10240;842258423;2
10240;842868002;2
10240;846543498;2
10240;844242676;2
10240;853278972;2
12288;855729778;2
12288;855940267;2
12288;868324015;2
12288;833860881;2
12288;830137574;2
12288;831214315;2
12288;841016846;2
12288;847477173;2
12288;829345663;2
12288;850942302;2
16384;912098674;2
16384;935096965;2
16384;919157064;2
16384;938257651;2
16384;919823813;2
16384;931256592;2
16384;913966431;2
16384;922529908;2
16384;895086344;2
16384;907476522;2
24576;1158270549;2
24576;1149217489;2
24576;1158497722;2
24576;1130317017;2
24576;1130488282;2
24576;1174666302;2
24576;1154507325;2
24576;1155677694;2
24576;1092251425;2
24576;1167618042;2
32768;1439209840;2
32768;1425402385;2
32768;1405109782;2
32768;1427221437;2
32768;1422601237;2
32768;1401975343;2
32768;1432344117;2
32768;1411128744;2
32768;1414319051;2
32768;1430158895;2
49152;1772999187;2
49152;1778858359;2
49152;1745483847;2
49152;1776020835;2
49152;1788165121;2
49152;1767231324;2
49152;1773810832;2
49152;1796989340;2
49152;1797829021;2
49152;1771570721;2
65536;1964418336;2
65536;1967068401;2
65536;1924118328;2
65536;1951283977;2
65536;1970160604;2
65536;1941449545;2
65536;1955715618;2
65536;1991763469;2
65536;1964283286;2
65536;1970008424;2
98304;2118217612;2
98304;2038523480;2
98304;2091000815;2
98304;2059291993;2
98304;2052725953;2
98304;2218279502;2
98304;2200751669;2
98304;2314626954;2
98304;2171177085;2
98304;2363328859;2
131072;2186240398;2
131072;2195455283;2
131072;2127043377;2
131072;2152212118;2
131072;2170219361;2
131072;2473042034;2
131072;2290901490;2
131072;2137838868;2
131072;2154487591;2
131072;2145157593;2
196608;2360536256;2
196608;2298169720;2
196608;2284457033;2
196608;2627763185;2
196608;2641684938;2
196608;2615444825;2
196608;2522973878;2
196608;2464349814;2
196608;2409685141;2
196608;2435100343;2
262144;2882488933;2
262144;2804841025;2
262144;2701899986;2
262144;2652550783;2
262144;2535707073;2
262144;2588672161;2
262144;2891249269;2
262144;2549553834;2
262144;2838293377;2
262144;2775719524;2
524288;5099034671;2
524288;4823091433;2
524288;4811658083;2
524288;4934245323;2
524288;4850830528;2
524288;4805524173;2
524288;4953421267;2
524288;5209565595;2
524288;4779286420;2
524288;4266217328;2
786432;8363250858;2
786432;7702493005;2
786432;7597530480;2
786432;7635031986;2
786432;7717642460;2
786432;7194068729;2
786432;7149724735;2
786432;7353129561;2
786432;6912500940;2
786432;6858716678;2
1048576;10789995244;2
1048576;10696434088;2
1048576;10955908860;2
1048576;10614963099;2
1048576;9774797978;2
1048576;9609519699;2
1048576;9213257044;2
1048576;9916096155;2
1048576;9227553228;2
1048576;13750042284;2
1572864;16037934375;2
1572864;15629605598;2
1572864;15438548103;2
1572864;15464807259;2
1572864;17974741382;2
1572864;16385573901;2
1572864;15038048958;2
1572864;19635627858;2
1572864;19223676890;2
1572864;17209184091;2
2097152;19728414276;2
2097152;18910651946;2
2097152;18817881601;2
2097152;17865468921;2
2097152;17713422291;2
2097152;22209789562;2
2097152;20144829682;2
2097152;19801426076;2
2097152;20408542287;2
2097152;20613297862;2
4194304;22728607148;2
4194304;22360751110;2
4194304;24493567069;2
4194304;24325343111;2
4194304;25134724296;2
4194304;24871974947;2
4194304;25129902396;2
4194304;23931798351;2
4194304;24053329602;2
4194304;24003530652;2
8388608;24715543265;2
8388608;27038130628;2
8388608;26932209283;2
8388608;26849588107;2
8388608;27042763401;2
8388608;26824292616;2
8388608;26780399915;2
8388608;26994516696;2
8388608;27496215875;2
8388608;25504818983;2
16777216;28248926894;2
16777216;28988686863;2
16777216;29110466038;2
16777216;30231958145;2
16777216;29349116266;2
16777216;28771864761;2
16777216;28833781020;2
16777216;28726820164;2
16777216;28213792576;2
16777216;27870668674;2
33554432;31703257909;2
33554432;31179390640;2
33554432;31944642797;2
33554432;30923093968;2
33554432;31070057673;2
33554432;30251950699;2
33554432;31029496435;2
33554432;30926223160;2
33554432;31065715998;2
33554432;31665705501;2
63;1853109417;3
63;1815173503;3
63;1808751628;3
63;1805389975;3
63;1810972657;3
63;1796597454;3
63;1870290366;3
63;1851026084;3
63;1834387005;3
63;1783766399;3
128;1376645021;3
128;1368437256;3
128;1390069093;3
128;1392321940;3
128;1393901123;3
128;1380725302;3
128;1387489340;3
128;1382109172;3
128;1381265585;3
128;1389596843;3
256;1288346273;3
256;1275306194;3
256;1308532187;3
256;1297271118;3
256;1283418905;3
256;1299292603;3
256;1285178955;3
256;1285557617;3
256;1274396566;3
256;1290268962;3
512;1190115805;3
512;1189610963;3
512;1166486410;3
512;1178477417;3
512;1124839437;3
512;1163991008;3
512;1159240926;3
512;1143456788;3
512;1159059896;3
512;1195402182;3
1024;1084712240;3
1024;1099189983;3
1024;1143006226;3
1024;1075330120;3
1024;1141135458;3
1024;1039776937;3
1024;1126788493;3
1024;1086913412;3
1024;1190867921;3
1024;1130324056;3
2048;1175237997;3
2048;1198553508;3
2048;1187082235;3
2048;1149569906;3
2048;1158095826;3
2048;1174426636;3
2048;1182610149;3
2048;1168726400;3
2048;1187587077;3
2048;1230738526;3
2560;1208097128;3
2560;1195941977;3
2560;1258679037;3
2560;1205829387;3
2560;1227049968;3
2560;1231962362;3
2560;1223063884;3
2560;1202139568;3
2560;1187520589;3
2560;1232304078;3
3072;1190861857;3
3072;1215013835;3
3072;1214132447;3
3072;1201077719;3
3072;1179845744;3
3072;1205736206;3
3072;1175131958;3
3072;1215433717;3
3072;1173142823;3
3072;1174127198;3
4096;1154106039;3
4096;1154790894;3
4096;1148186646;3
4096;1150756471;3
4096;1149143433;3
4096;1172171672;3
4096;1158528931;3
4096;1150603598;3
4096;1172395061;3
4096;1186573243;3
6144;1112919353;3
6144;1123894043;3
6144;1103685507;3
6144;1104432414;3
6144;1116603760;3
6144;1109911011;3
6144;1104359253;3
6144;1120305542;3
6144;1117052857;3
6144;1098848348;3
8192;1098664388;3
8192;1068862875;3
8192;1074943889;3
8192;1052987143;3
8192;1081073202;3
8192;1091829387;3
8192;1077889404;3
8192;1065228842;3
8192;1051975587;3
8192;1091913086;3
10240;1038816936;3
10240;1045797038;3
10240;1045124797;3
10240;1068476482;3
10240;1042504314;3
10240;1052914633;3
10240;1039984417;3
10240;1035164185;3
10240;1047572429;3
10240;1056148560;3
12288;1019825887;3
12288;1020251750;3
12288;1021553020;3
12288;1060871135;3
12288;1017148682;3
12288;1030637126;3
12288;1009579387;3
12288;1025034465;3
12288;1030199138;3
12288;1082236979;3
16384;1194047445;3
16384;1168185873;3
16384;1182303264;3
16384;1146659546;3
16384;1103425172;3
16384;1149501180;3
16384;1180675294;3
16384;1182659546;3
16384;1209768148;3
16384;1139835897;3
24576;1421424968;3
24576;1359385906;3
24576;1314925375;3
24576;1378036419;3
24576;1401000611;3
24576;1480845663;3
24576;1418413250;3
24576;1416142905;3
24576;1437828695;3
24576;1506625245;3
32768;1778037436;3
32768;1626478517;3
32768;1618556357;3
32768;1598289023;3
32768;1676087566;3
32768;1757855632;3
32768;1727396973;3
32768;1594391236;3
32768;1772850709;3
32768;1697901205;3
49152;2002154339;3
49152;2177994752;3
49152;1954348389;3
49152;2035991823;3
49152;2080237468;3
49152;2056174073;3
49152;2012387981;3
49152;1962075521;3
49152;2074117189;3
49152;2052234538;3
65536;2342873292;3
65536;2280698609;3
65536;2144362509;3
65536;2233426027;3
65536;2347733114;3
65536;2265272178;3
65536;2393180584;3
65536;2225324790;3
65536;2248944744;3
65536;2253264202;3
98304;2446072999;3
98304;2232865357;3
98304;2235432578;3
98304;2474235760;3
98304;2349553956;3
98304;2361716554;3
98304;2247584758;3
98304;2315160158;3
98304;2252772788;3
98304;2528257448;3
131072;2383049765;3
131072;2463881877;3
131072;2493959270;3
131072;2538882082;3
131072;2345901450;3
131072;2290637575;3
131072;2391202882;3
131072;2265704021;3
131072;2261308839;3
131072;2220078573;3
196608;2583680747;3
196608;2515710124;3
196608;2702673707;3
196608;2585239218;3
196608;2517719565;3
196608;2368229005;3
196608;2361383058;3
196608;2384388713;3
196608;2399750083;3
196608;2386618857;3
262144;2790069988;3
262144;2812961060;3
262144;2807013226;3
262144;2587696493;3
262144;2523229249;3
262144;2468183921;3
262144;2495383017;3
262144;2456590414;3
262144;2647784100;3
262144;2510482382;3
524288;4811785321;3
524288;4359050011;3
524288;4422649132;3
524288;4136144574;3
524288;4198068280;3
524288;4249439821;3
524288;3813326336;3
524288;4032158815;3
524288;5125790815;3
524288;5863344770;3
786432;8104844893;3
786432;7427459721;3
786432;6400667484;3
786432;7204123498;3
786432;7971140344;3
786432;8937728967;3
786432;8216591231;3
786432;8877824508;3
786432;8476813399;3
786432;8166608728;3
1048576;11198518560;3
1048576;9835572759;3
1048576;9132290573;3
1048576;11263242803;3
1048576;11233501267;3
1048576;11459509975;3
1048576;11415128953;3
1048576;11420562058;3
1048576;10802410731;3
1048576;13915542446;3
1572864;17680527433;3
1572864;16420197722;3
1572864;15512525846;3
1572864;14899361865;3
1572864;15961341031;3
1572864;17484008472;3
1572864;17615442269;3
1572864;16721552336;3
1572864;17227074959;3
1572864;16733867277;3
2097152;18944190235;3
2097152;17984389210;3
2097152;16660218677;3
2097152;18892022064;3
2097152;19979170013;3
2097152;19781255258;3
2097152;19438545012;3
2097152;18917010507;3
2097152;19408049895;3
2097152;20458386648;3
4194304;22387519502;3
4194304;22993253388;3
4194304;23958700004;3
4194304;23347079968;3
4194304;24668815319;3
4194304;24556617118;3
4194304;24374976859;3
4194304;23528734020;3
4194304;23750192150;3
4194304;23541957205;3
8388608;25455732678;3
8388608;26605105563;3
8388608;26874514417;3
8388608;26780797946;3
8388608;26435047701;3
8388608;26630214857;3
8388608;26336026868;3
8388608;26186419080;3
8388608;27104907769;3
8388608;26409050875;3
16777216;29089705540;3
16777216;28979400608;3
16777216;29049960423;3
16777216;28526983128;3
16777216;29040154067;3
16777216;28314397027;3
16777216;28126777032;3
16777216;28317491794;3
16777216;27787305719;3
16777216;27722701266;3
33554432;32021114192;3
33554432;31489925634;3
33554432;30704436701;3
33554432;30978500341;3
33554432;30539903254;3
33554432;30374352920;3
33554432;31363276423;3
33554432;31758183569;3
33554432;31278340225;3
33554432;31267256607;3
63;2627316041;4
63;2631244671;4
63;2616989503;4
63;2609415732;4
63;2621301637;4
63;2631715659;4
63;2622063518;4
63;2627734458;4
63;2635076946;4
63;2628494386;4
128;1885872356;4
128;1900305502;4
128;1895458700;4
128;1893133261;4
128;1883728842;4
128;1903079672;4
128;1889106568;4
128;1892061565;4
128;1898472617;4
128;1896151287;4
256;1684605551;4
256;1673275554;4
256;1672012614;4
256;1675796632;4
256;1664402507;4
256;1663951498;4
256;1677775880;4
256;1676190879;4
256;1688428508;4
256;1680800498;4
512;1463971355;4
512;1417972047;4
512;1423706950;4
512;1438663616;4
512;1441748291;4
512;1442210165;4
512;1460281698;4
512;1483481446;4
512;1471586956;4
512;1492823772;4
1024;1324205120;4
1024;1327567342;4
1024;1346597779;4
1024;1381847209;4
1024;1343621624;4
1024;1363760174;4
1024;1362216756;4
1024;1318982219;4
1024;1318951254;4
1024;1409792115;4
2048;1386947348;4
2048;1368236776;4
2048;1365805665;4
2048;1361619793;4
2048;1386784221;4
2048;1333560385;4
2048;1393940593;4
2048;1329689575;4
2048;1351851848;4
2048;1347853231;4
2560;1423469890;4
2560;1415446290;4
2560;1378417115;4
2560;1369910157;4
2560;1438919923;4
2560;1450176067;4
2560;1418252645;4
2560;1403829265;4
2560;1393898234;4
2560;1410874024;4
3072;1372348105;4
3072;1371589926;4
3072;1424196778;4
3072;1384105958;4
3072;1404329265;4
3072;1400252971;4
3072;1373355672;4
3072;1355543010;4
3072;1369752604;4
3072;1403993653;4
4096;1362963298;4
4096;1381077149;4
4096;1373132000;4
4096;1337233766;4
4096;1360574870;4
4096;1329736695;4
4096;1372903769;4
4096;1345640666;4
4096;1343222902;4
4096;1344877523;4
6144;1266347535;4
6144;1268586915;4
6144;1283967896;4
6144;1306139527;4
6144;1266800009;4
6144;1306203369;4
6144;1291960775;4
6144;1290905274;4
6144;1268819378;4
6144;1291005209;4
8192;1244861695;4
8192;1247843384;4
8192;1219255209;4
8192;1266201295;4
8192;1246759726;4
8192;1249627808;4
8192;1234765504;4
8192;1242783977;4
8192;1264697144;4
8192;1243239381;4
10240;1230161052;4
10240;1194659587;4
10240;1220499268;4
10240;1203824789;4
10240;1241203492;4
10240;1214616903;4
10240;1180576702;4
10240;1222312501;4
10240;1202563680;4
10240;1198310303;4
12288;1194532268;4
12288;1183606201;4
12288;1201434001;4
12288;1193649496;4
12288;1165374349;4
12288;1192659181;4
12288;1171738160;4
12288;1186077596;4
12288;1182711833;4
12288;1178874105;4
16384;1311767416;4
16384;1296319907;4
16384;1355649903;4
16384;1277266887;4
16384;1300926636;4
16384;1316414307;4
16384;1313061972;4
16384;1299877238;4
16384;1316248006;4
16384;1292891114;4
24576;1458124350;4
24576;1438810751;4
24576;1570421835;4
24576;1452660279;4
24576;1480709392;4
24576;1517229045;4
24576;1488899822;4
24576;1463661825;4
24576;1487644695;4
24576;1514409832;4
32768;1732481446;4
32768;1693088176;4
32768;1695178671;4
32768;1689966065;4
32768;1737382569;4
32768;1694805055;4
32768;1703293946;4
32768;1720116212;4
32768;1698047568;4
32768;1724221274;4
49152;2029948772;4
49152;2016275799;4
49152;2064392620;4
49152;2039396200;4
49152;2040667726;4
49152;2068695273;4
49152;2018023561;4
49152;2045925457;4
49152;2032002198;4
49152;2042603109;4
65536;2262376751;4
65536;2289178631;4
65536;2244603558;4
65536;2258011232;4
65536;2236760987;4
65536;2256340618;4
65536;2258767579;4
65536;2235409913;4
65536;2245296022;4
65536;2225872885;4
98304;2378999187;4
98304;2373560385;4
98304;2396045981;4
98304;2375823243;4
98304;2369104738;4
98304;2642045737;4
98304;2594175253;4
98304;2371586305;4
98304;2494203696;4
98304;2361091473;4
131072;2485094402;4
131072;2415313722;4
131072;2360832196;4
131072;2404137208;4
131072;2523920777;4
131072;2477293580;4
131072;2647989503;4
131072;2685267905;4
131072;2485606609;4
131072;2501576987;4
196608;2472045574;4
196608;2604744183;4
196608;2822364910;4
196608;2748689413;4
196608;2701506756;4
196608;2602743735;4
196608;2425295086;4
196608;2818674602;4
196608;2616915284;4
196608;2480366701;4
262144;2817384849;4
262144;2721453859;4
262144;2722300864;4
262144;2676447959;4
262144;2870600669;4
262144;2795321046;4
262144;2692788942;4
262144;2671387981;4
262144;2671932333;4
262144;2834117026;4
524288;5096307742;4
524288;4763980756;4
524288;4667011152;4
524288;4786770388;4
524288;4614938967;4
524288;4561136884;4
524288;4693360924;4
524288;4911089683;4
524288;4778816734;4
524288;4723459842;4
786432;7950002079;4
786432;7010335046;4
786432;7230519901;4
786432;7111281334;4
786432;7180241988;4
786432;7051283329;4
786432;7210619998;4
786432;6479682498;4
786432;6759136234;4
786432;6384392256;4
1048576;10504220505;4
1048576;10050092168;4
1048576;12477632696;4
1048576;12668546026;4
1048576;12569831386;4
1048576;11561270229;4
1048576;9544297734;4
1048576;9861204106;4
1048576;9629723108;4
1048576;9281054285;4
1572864;16859713550;4
1572864;16708053800;4
1572864;15222217171;4
1572864;14718465950;4
1572864;14773677457;4
1572864;14776073575;4
1572864;14058742032;4
1572864;14167708055;4
1572864;13259305548;4
1572864;17528562224;4
2097152;18899864958;4
2097152;18018722706;4
2097152;17284830574;4
2097152;17471658822;4
2097152;16668768726;4
2097152;16062839729;4
2097152;19321672007;4
2097152;18673928760;4
2097152;18457741993;4
2097152;18253533741;4
4194304;21398521414;4
4194304;20884581432;4
4194304;20620898448;4
4194304;22474209362;4
4194304;22110654471;4
4194304;23209450004;4
4194304;23521150321;4
4194304;22630184703;4
4194304;22150867565;4
4194304;23134328015;4
8388608;23134568452;4
8388608;24690556815;4
8388608;25136213310;4
8388608;25503253309;4
8388608;25319919974;4
8388608;25179708061;4
8388608;25139379041;4
8388608;24948539116;4
8388608;24930528048;4
8388608;23516002657;4
16777216;26178626234;4
16777216;27686984958;4
16777216;27913547947;4
16777216;27633616468;4
16777216;26984780123;4
16777216;26803709730;4
16777216;26596576551;4
16777216;25710918836;4
16777216;25339179537;4
16777216;25437165052;4
33554432;30546759455;4
33554432;30952639500;4
33554432;29949764256;4
33554432;29283448419;4
33554432;28804324558;4
33554432;27817565606;4
33554432;29040719863;4
33554432;29784972955;4
33554432;30004060603;4
33554432;29812324193;4
